,name,address,phone,sido,gungu
258,가산세일점,"서울특별시 금천구 시흥대로149길 60, (가산동)",02-837-5738,서울특별시,금천구
259,가산승일점,"서울특별시 금천구 가산디지털2로 136, 승일벤쳐타워  가산동(가산동) 1층",02-866-7398,서울특별시,금천구
260,가산에스케이점,"서울특별시 금천구 가산디지털1로 119, 에스케이트윈테크타워 비동(가산동) 102호",070-4156-2481,서울특별시,금천구
261,가산원룸점,"서울특별시 금천구 시흥대로153길 42, (가산동)",02-856-1108,서울특별시,금천구
262,가산이엔씨8차점,"서울특별시 금천구 가산디지털1로 45, (가산동)",02-6340-6888,서울특별시,금천구
263,가산조이점,"서울특별시 금천구 가산로7길 12, (가산동) 예림감리교회",02-3008-6283,서울특별시,금천구
264,가산하이엔드7차점,"서울특별시 금천구 가산디지털2로 67, 이스하이엔드타워7차아파트 -(가산동) 102호",070-8847-5287,서울특별시,금천구
265,가산현대아울렛점,"
","
",,
266,가수원형준사랑점,대전광역시 서구 도안동로11번길 32 금성빌딩 (가수원동) 금성빌딩,042-541-1911,대전광역시,서구
267,가야그린점,부산광역시 부산진구 냉정로 262,051-891-3067,부산광역시,부산진구
268,가야동의점,"부산광역시 부산진구 가야대로 594, (가야동)",051-895-0840,부산광역시,부산진구
269,가야아라점,"경상남도 함안군 가야읍 가야로 38, 아라빌딩 101(말산리)",055-583-0608,경상남도,함안군
270,가야원룸점,"부산광역시 부산진구 가야대로572번길 40, (가야동)",051-897-7086,부산광역시,부산진구
271,가야정원점,"부산광역시 부산진구 가야대로572번가길 26,  (가야동, 푸른마을) 1동",051-898-5050,부산광역시,부산진구
272,가양롯데시네마점,"
","
",,
273,가양미르웰점,"
","
",,
274,가양미소점,"서울특별시 강서구 강서로 506, 외필  지(가양동) 1층",02-3662-0978,서울특별시,강서구
275,가양오피스점,"서울특별시 강서구 강서로74길 28, (가양동)",02-2659-8333,서울특별시,강서구
276,가양중앙점,"대전광역시 동구 흥룡로 43,  (가양동)",042-622-3823,대전광역시,동구
277,가양평화점,"대전광역시 동구 비래서로62번길 1, (가양동)",042-626-7115,대전광역시,동구
278,가양플라워점,"대전광역시 동구 우암로 244, (가양동)",042-672-0321,대전광역시,동구
279,가양휴먼빌점,"서울특별시 강서구 양천로57길 13, 가양휴먼빌 (가양동) 1층 101호",02-3663-9190,서울특별시,강서구
280,가오리사거리점,"서울특별시 강북구 삼각산로22길 2,  (수유동)",02-905-2057,서울특별시,강북구
281,가운드림프라자점,"경기도 남양주시 가운로1길 1, (가운동)",031-566-6777,경기도,남양주시
282,가운수미소점,"경기도 남양주시 가운로1길 25, 수미소상가 가운동(가운동) 12호",031-554-5289,경기도,남양주시
283,가은병원점,"경기도 부천시 소사구 마니로 24, 송내동 (송내동)",032-653-7889,경기도,부천시
284,가장래미안점,"대전광역시 서구 도솔로328번길 101,  (가장동) 1층",042-535-5288,대전광역시,서구
285,가재울뉴타운점,"
","
",,
286,가재울래미안점,서울특별시 서대문구 수색로6길 45 래미안남가좌2아파트,02-302-7772,서울특별시,서대문구
287,가재울소망점,서울특별시 서대문구 모래내로15길 30,02-6748-0243,서울특별시,서대문구
288,가재울편한점,"서울특별시 서대문구 수색로 100, 동 DMC레미안E편한세상(북가좌동, DMC래미안E편한세상아파트) 1층 102동 02호",02-303-9991,서울특별시,서대문구
289,가정3동2호점,인천광역시 서구 서달로179번길 12-8,032-577-3958,인천광역시,서구
290,가정3동점,"인천광역시 서구 서달로179번길 6, (가정동)",032-582-3958,인천광역시,서구
291,가정블루밍점,"인천광역시 서구 석곶로 26-1, (가정동)",032-577-5268,인천광역시,서구
292,가정센트럴점,인천광역시 서구 새오개로111번길 2 (신현동) 1층 104호,032-572-2881,인천광역시,서구
293,가정시티점,"
","
",,
294,가정호반점, ,032-561-4584,,
295,가좌4동점,"인천광역시 서구 여우재로86번길 2, (가좌동)",032-576-5805,인천광역시,서구
296,가좌IBC센터점,"인천광역시 서구 가좌로29번길 22(가좌동, IBC센터) 1층 103호",032-571-5256,인천광역시,서구
297,가좌공단2호점,"인천광역시 서구 가정로37번길 37-5, (가좌동)",032-572-7028,인천광역시,서구
298,가좌공단3호점,"인천광역시 서구 건지로 98-65, (가좌동)",032-577-1565,인천광역시,서구
299,가좌공단점,"인천광역시 서구 보도진로30번길 5, (가좌동)",032-573-7028,인천광역시,서구
300,가좌두산위브점,"인천광역시 서구 여우재로 130, (가좌동)",032-579-2221,인천광역시,서구
301,가좌라이프점,"인천광역시 서구 장고개로337번길 18-3, (가좌동)",032-577-1150,인천광역시,서구
302,가좌우수점,"인천광역시 서구 가정로 100, (가좌동)",032-578-5141,인천광역시,서구
303,가좌일등점,"인천광역시 서구 건지로348번길 27, (가좌동)",032-578-3788,인천광역시,서구
304,가좌점,"인천광역시 서구 장고개로 277-1, (가좌동, 청운프라자)",032-576-7142,인천광역시,서구
305,가좌주공점,"경상남도 진주시 내동로348번길 10, (가좌동, 가좌그린빌주공1차아파트) 102호",055-752-4089,경상남도,진주시
306,가좌주안BT센터점,"인천광역시 서구 가좌로 54, (가좌동)",032-582-8803,인천광역시,서구
307,가좌중앙점,"인천광역시 서구 원적로57번길 14, (가좌동)",032-584-0484,인천광역시,서구
308,가좌청기와점,"인천광역시 서구 가정로 63, (가좌동)",032-574-7966,인천광역시,서구
309,가좌한신점,"인천광역시 서구 원적로100번길 24, (가좌동)",032-574-8324,인천광역시,서구
310,가좌한화점,"경기도 고양시 일산서구 송산로 390, 필지(가좌동) 4호",010-9083-9714,경기도,고양시
311,가좌현대점,"인천광역시 서구 원적로 91,  (가좌동, 현대아파트) 301동",032-577-7009,인천광역시,서구
312,가좌현우점,"인천광역시 서구 가정로 128, (가좌동)",032-575-4237,인천광역시,서구
313,가천대길병원점,"인천광역시 남동구 남동대로774번길 21, (구월동)",032-462-4168,인천광역시,남동구
314,가촌그린점,"경상남도 양산시 물금읍 새실로 159, (가촌리) 나래메트로시티 G동",055-383-1404,경상남도,양산시
315,가촌대로점,"
","
",,
316,가촌새길점, ,055-366-1404,,
317,가촌양우점,경상남도 양산시 물금읍 야리로 31,055-382-0886,경상남도,양산시
318,가촌원룸점,"경상남도 양산시 물금읍 백호2길 16,  (가촌리) 1층",055-384-6777,경상남도,양산시
319,가촌이지2차점, ,055,,
320,가톨릭관동대점,"강원도 강릉시 범일로579번길 24, 가톨릭관동대학교  창조관(내곡동)",033-643-2562,강원도,강릉시
321,가평군청점,"경기도 가평군 가평읍 석봉로 175, (읍내리) 1호",031-581-7570,경기도,가평군
322,가평대로점,"경기도 가평군 가평읍 가화로 160, (읍내리, 정명빌라)",031-581-6555,경기도,가평군
323,가평북면점,"경기도 가평군 북면 화악산로 4, (목동리)",031-582-8029,경기도,가평군
324,가평쁘띠프랑스점,"경기도 가평군 청평면 호반로 1063, (고성리)",031-585-1034,경기도,가평군
325,가평상천점,"경기도 가평군 청평면 경춘로 1362, (상천리)",031-584-4233,경기도,가평군
326,가평설악점,"경기도 가평군 설악면 신천중앙로 94, (신천리)",031-584-5811,경기도,가평군
327,가평센타점,경기도 가평군 가평읍 오리나무길 9 1층,031-581-7470,경기도,가평군
328,가평신상리점,"경기도 가평군 조종면 운악청계로 358, (신상리)",031-584-4535,경기도,가평군
329,가평읍내점,"경기도 가평군 가평읍 가화로 132, (읍내리)",031-581-7142,경기도,가평군
330,가평자라점,"경기도 가평군 가평읍 호반로 2585, (달전리)",031-582-9032,경기도,가평군
331,가평점,"경기도 가평군 가평읍 연인1길 1, (읍내리)",031-582-7042,경기도,가평군
332,가평종합운동장점, ,031-582-5113,,
333,가평터미널점,"경기도 가평군 가평읍 가화로 56, (대곡리)",031-582-7832,경기도,가평군
334,가평하천점,"경기도 가평군 청평면 청군로 6, (하천리)",031-584-2966,경기도,가평군
335,가평현리점,"경기도 가평군 하면 청군로 1229, (현리)",031-584-9070,경기도,가평군
336,가평휴게소상행선점,"경기도 가평군 설악면 미사리로 544, (미사리)",031-584-5902,경기도,가평군
337,가평휴게소하행선점,"경기도 가평군 설악면 미사리로540번길 51, (미사리)",031-584-5901,경기도,가평군
338,간석4동점,인천광역시 남동구 석정로 580,032-423-2652,인천광역시,남동구
339,간석경인점,"인천광역시 남동구 풀무로 2, (간석동)",032-431-4894,인천광역시,남동구
340,간석대성점,인천광역시 남동구 구월로40번길 13,032-433-8507,인천광역시,남동구
341,간석래미안점,"인천광역시 남동구 남동대로 860, (간석동, 간석래미안자이) 1층 101동 105호",032-466-5805,인천광역시,남동구
342,간석로즈마리점,"
","
",,
343,간석로즈힐점,인천광역시 남동구 석산로197번길 14 로즈힐아파트,032-442-0333,인천광역시,남동구
344,간석메인점,"인천광역시 남동구 석촌로 24, (간석동)",032-422-3656,인천광역시,남동구
345,간석벽산점,"인천광역시 남동구 호구포로 915, (간석동)",032-422-5173,인천광역시,남동구
346,간석사랑점,"인천광역시 남동구 남동대로915번길 10,  (간석동) 1층",032-424-3698,인천광역시,남동구
347,간석수연점,인천광역시 남동구 석정로497번길 64,032-428-7621,인천광역시,남동구
348,간석에이스점,"인천광역시 남동구 석정로565번길 11, (간석동, 미림빌라트)",032-426-3345,인천광역시,남동구
349,간석중앙점,"인천광역시 남동구 남동대로922번길 15, (간석동)",032-433-4213,인천광역시,남동구
350,간석탑클래스점, ,032-425-6545,,
351,간석트라움점,"
","
",,
352,간석프라자점,"인천광역시 남동구 남동대로916번길 75, 간석프라자  (간석동)",032-422-3618,인천광역시,남동구
353,간석하늘점,인천광역시 남동구 간석로 37,032-426-1117,인천광역시,남동구
354,간석휴먼시아점,"인천광역시 남동구 간석로 105,  (간석동, 신세계빌라) E동",032-427-9811,인천광역시,남동구
355,간성대명점,"강원도 고성군 간성읍 수성로 126-5, (상리) 대명아파트",033-681-7737,강원도,고성군
356,간성으뜸점,"강원도 고성군 간성읍 간성로 23, (신안리)",033-681-2390,강원도,고성군
357,간성점,"강원도 고성군 간성읍 간성로 49, (신안리)",033-681-8027,강원도,고성군
358,간절곶해맞이점, ,080-80-3663,,
359,갈마도서관점,"대전광역시 서구 신갈마로 63, (갈마동)",042-525-9460,대전광역시,서구
360,갈마리쥬점,"대전광역시 서구 대덕대로167번길 29, (갈마동, 리쥬파크) 101호",042-535-6700,대전광역시,서구
361,갈마빌리지점,"대전광역시 서구 신갈마로211번길 58, (갈마동)",042-542-0542,대전광역시,서구
362,갈마서부점,"대전광역시 서구 갈마중로 13, (갈마동)",042-524-2555,대전광역시,서구
363,갈마원룸점,"대전광역시 서구 대덕대로 111, (갈마동)",042-535-9448,대전광역시,서구
364,갈마위너스점,"대전광역시 서구 대덕대로168번길 22, (갈마동, 위너스빌2차아파트)",042-537-1777,대전광역시,서구
365,갈마점,"대전광역시 서구 신갈마로167번길 2, (갈마동)",042-524-6677,대전광역시,서구
366,갈마행복점,"대전광역시 서구 계룡로354번길 56, (갈마동)",042-535-2159,대전광역시,서구
367,갈매공원점, ,031-573-7045,,
368,갈매스타힐스점,"경기도 구리시 산마루로 46, (갈매동, 갈매4단지) 1층 상가동 103,104호",031-529-1986,경기도,구리시
369,갈매아름터점, ,031-575-2665,,
370,갈매에이스점, ,031-575-7657,,
371,갈매포스코점,"
","
",,
372,갈산역사점,"인천광역시 부평구 부평대로 284, (갈산동)",032-362-0130,인천광역시,부평구
373,갈산중앙점,인천광역시 부평구 평천로 286 (갈산동),070-8782-0000,인천광역시,부평구
374,갈산행복점,"인천광역시 부평구 새갈로 22, (갈산동)",032-529-0329,인천광역시,부평구
375,갈산향기점,인천광역시 부평구 주부토로262번길 19-5,032-504-7651,인천광역시,부평구
376,갈현선정점,서울특별시 은평구 갈현로23길 25,02-354-8409,서울특별시,은평구
377,감만부두점,"부산광역시 남구 북항로 59, 감만부두내  (감만동)",051-633-9127,부산광역시,남구
378,감만이룸점,부산광역시 남구 양지골로 342,051-634-2399,부산광역시,남구
379,감삼복순이원룸점,"대구광역시 달서구 죽전4길 67,  (감삼동) 1층",070-7736-4989,대구광역시,달서구
380,감전공단점,"부산광역시 사상구 새벽로121번길 103, (감전동)",051-312-7800,부산광역시,사상구
381,감전낙동대로점,"부산광역시 사상구 낙동대로 988, (감전동)",051-325-4268,부산광역시,사상구
382,감전대동점, ,051-312-7770,,
383,감전사랑점,"부산광역시 사상구 새벽시장로 100, (감전동)",051-316-0513,부산광역시,사상구
384,감정신안점,"
","
",,
385,감천대로점,"부산광역시 사하구 감천로 141, (감천동)",051-201-1798,부산광역시,사하구
386,감천스마일점,"부산광역시 사하구 감천로 45, (감천동)",051-204-0770,부산광역시,사하구
387,감천유림점,"부산광역시 사하구 감천로 24, (감천동, 감천유림1차)",051-203-9023,부산광역시,사하구
388,감천항점,"부산광역시 서구 원양로 310, (암남동)",051-231-8500,부산광역시,서구
389,감포점,"경상북도 경주시 감포읍 감포로 117, (감포리)",054-775-0553,경상북도,경주시
390,감포파도소리점,"경상북도 경주시 감포읍 동해안로 2473, (오류리)",054-744-8542,경상북도,경주시
391,강경역점,"충청남도 논산시 강경읍 대흥로 17-1, (대흥리)",041-745-4305,충청남도,논산시
392,강구터미널점,"경상북도 영덕군 강구면 동해대로 4497, (오포리)",054-734-5506,경상북도,영덕군
393,강구항점,"경상북도 영덕군 강구면 영덕대게로 81, (강구리)",054-732-0223,경상북도,영덕군
394,강남거평타운점,"서울특별시 강남구 봉은사로 129, (논현동)",02-542-6851,서울특별시,강남구
395,강남남명학사점,"서울특별시 강남구 자곡로 114, (자곡동) 서강플라자",02-3411-9600,서울특별시,강남구
396,강남논현타운점,"서울특별시 강남구 강남대로114길 25, (논현동)",02-339-0033,서울특별시,강남구
397,강남대경천관점,경기도 용인시 기흥구 강남로 40 강남대학교,031-283-0209,경기도,용인시
398,강남대원룸점,"경기도 용인시 기흥구 강남서로67번길 8, (구갈동)",031-285-5289,경기도,용인시
399,강남대정문점,"경기도 용인시 기흥구 강남로 8, 우성메디피아  (구갈동)",031-287-6057,경기도,용인시
400,강남로얄점,"서울특별시 강남구 봉은사로 443,  (삼성동) 1층",02-6053-3123,서울특별시,강남구
401,강남삼성점,"서울특별시 강남구 선릉로126길 14, (삼성동)",02-515-2149,서울특별시,강남구
402,강남세브란스점,"
","
",,
403,강남센타점,"서울특별시 강남구 강남대로 388, 역삼동 지하(역삼동)",02-552-1266,서울특별시,강남구
404,강남소망점,"서울특별시 강남구 언주로159길 10, (신사동)",02-543-3570,서울특별시,강남구
405,강남승리점,서울특별시 서초구 서초대로78길 30,02-523-1454,서울특별시,서초구
406,강남시티점,"서울특별시 강남구 선릉로93길 50, (역삼동)",02-567-1844,서울특별시,강남구
407,강남아크로텔점,서울특별시 서초구 효령로77길 34 현대골든텔,02-522-2825,서울특별시,서초구
408,강남에스원점,"서울특별시 강남구 봉은사로74길 15, (삼성동)",02-553-7906,서울특별시,강남구
409,강남연세장례식장점,"서울특별시 강남구 언주로 211, (도곡동)",02-3462-4001,서울특별시,강남구
410,강남일원점,"서울특별시 강남구 일원로3길 89, (일원동)",070-8871-5634,서울특별시,강남구
411,강남자곡점,"서울특별시 강남구 자곡로 175, (자곡동, 엘에이치강남아이파크) 1층 101호",070-4406-1002,서울특별시,강남구
412,강남청담점,"서울특별시 강남구 학동로101길 21, (청담동)",02-3443-1666,서울특별시,강남구
413,강남푸르지오점,"서울특별시 강남구 테헤란로4길 6, 강남역센트럴푸르지오시티 (역삼동) B동 110호",02-873-1232,서울특별시,강남구
414,강남해성점,"서울특별시 강남구 테헤란로 504, 지하(대치동) 1층 21114호",02-528-3239,서울특별시,강남구
415,강남해커스점,"서울특별시 서초구 강남대로61길 13,  (서초동)",02-3482-1114,서울특별시,서초구
416,강남행복점,서울특별시 강남구 양재대로55길 6 수서1단지아파트상가,02-459-9864,서울특별시,강남구
417,강대병원점,"강원도 춘천시 백령로 156, (효자동)",033-252-2557,강원도,춘천시
418,강대에이스점,"강원도 춘천시 백령로 139, (효자동)",033-254-0127,강원도,춘천시
419,강동개나리점,서울특별시 강동구 천중로 168 (길동),02-475-7770,서울특별시,강동구
420,강동구청점,"서울특별시 강동구 성내로 28, (성내동)",02-476-6562,서울특별시,강동구
421,강동둔촌점,서울특별시 강동구 양재대로 1412 토림빌,02-4777-7868,서울특별시,강동구
422,강동드림점,서울특별시 강동구 성내로15길 9,02-478-1633,서울특별시,강동구
423,강동미소점,서울특별시 강동구 암사18길 49,02-481-5766,서울특별시,강동구
424,강동블루점,"서울특별시 강동구 진황도로 17, (천호동)",02-477-8717,서울특별시,강동구
425,강동상떼빌점,서울특별시 강동구 천호대로 1065 강동상떼빌,02-473-0695,서울특별시,강동구
426,강동상일로점,"서울특별시 강동구 상일로5길 32, (상일동, 비젼빌딩)",02-426-0790,서울특별시,강동구
427,강동성내로점,"서울특별시 강동구 성내로6가길 38, 코너  (성내동)",02-470-5685,서울특별시,강동구
428,강동성심병원점,"서울특별시 강동구 성안로 150, (길동)",02-471-1171,서울특별시,강동구
429,강동센트럴점,서울특별시 강동구 구천면로 328 인성빌딩 (천호동) 인성빌딩,02-6015-2349,서울특별시,강동구
430,강동어울림점,서울특별시 강동구 암사길 40,02-429-4440,서울특별시,강동구
431,강동역점,"서울특별시 강동구 천호대로 1092, (성내동, 에스케이허브진)",070-4132-4508,서울특별시,강동구
432,강동오네뜨점,"서울특별시 강동구 천중로49길 32-17, (길동)",02-484-7881,서울특별시,강동구
433,강동올림픽로점,"서울특별시 강동구 올림픽로 598, (성내동)",02-479-0933,서울특별시,강동구
434,강동은성점,서울특별시 강동구 성안로 191 신암빌딩,02-482-5766,서울특별시,강동구
435,강동은혜점,서울특별시 강동구 상암로 97,02-427-9245,서울특별시,강동구
436,강동천중로점,서울특별시 강동구 천중로50길 27 청원빌라트,02-6396-5311,서울특별시,강동구
437,강동천호대로점,"서울특별시 강동구 천호대로 1034, 탑메디칼센터  (성내동)",02-553-8305,서울특별시,강동구
438,강동축복점,서울특별시 강동구 명일로 220,02-470-3865,서울특별시,강동구
439,강동파크점,서울특별시 강동구 올림픽로 680,02-477-4500,서울특별시,강동구
440,강동하이빌점,서울특별시 강동구 진황도로 66 정암하이빌,02-479-4696,서울특별시,강동구
441,강동한솔점,"서울특별시 강동구 암사길 102, (암사동)",070-8833-3217,서울특별시,강동구
442,강동해오름점,서울특별시 강동구 양재대로128길 13 금관빌딩,02-429-1160,서울특별시,강동구
443,강릉강일점,"강원도 강릉시 화부산로 121, (교동)",033-648-1142,강원도,강릉시
444,강릉경포해변점,강원도 강릉시 창해로 427,033-643-1634,강원도,강릉시
445,강릉고려병원점,"강원도 강릉시 옥가로 30, 고려병원  (옥천동)",033-641-4281,강원도,강릉시
446,강릉관동점,"강원도 강릉시 강변로182번길 11, (내곡동)",033-641-0369,강원도,강릉시
447,강릉관솔점,"강원도 강릉시 관대길 35, (내곡동)",033-643-4737,강원도,강릉시
448,강릉광장점,"강원도 강릉시 임영로 105, (성남동)",033-642-4250,강원도,강릉시
449,강릉교동광장로점,강원도 강릉시 교동광장로 129,033-642-0510,강원도,강릉시
450,강릉교동백일홍점,"강원도 강릉시 하슬라로206번길 12-9, (교동)",033-655-3976,강원도,강릉시
451,강릉교동스카이점,강원도 강릉시 교동광장로100번길 13,033-655-7017,강원도,강릉시
452,강릉교동율곡점,"강원도 강릉시 원대로 157, (교동)",033-647-9726,강원도,강릉시
453,강릉교동이화점,"강원도 강릉시 율곡로2968번길 21, (교동)",033-646-4857,강원도,강릉시
454,강릉교동중앙점,"강원도 강릉시 강릉대로121번길 6, (교동)",033-655-2407,강원도,강릉시
455,강릉교동택지점,"강원도 강릉시 경포로 22, (교동)",033-646-3733,강원도,강릉시
456,강릉교동황제점,"강원도 강릉시 강릉대로 211, (교동)",033-643-7511,강원도,강릉시
457,강릉내곡점,"강원도 강릉시 강변로114번길 7, (내곡동)",033-642-8625,강원도,강릉시
458,강릉노암율곡로점,강원도 강릉시 율곡로 2745,033-647-7303,강원도,강릉시
459,강릉노암점,"강원도 강릉시 임영로 49, (노암동)",033-645-7988,강원도,강릉시
460,강릉노암한라점,"강원도 강릉시 남부로125번길 4, (노암동)",033-645-9878,강원도,강릉시
461,강릉녹색도시점, ,033-653-7291,,
462,강릉대솔향관점,"강원도 강릉시 죽헌길 7, 강릉원주대학교  학생생활관(지변동)",033-645-5510,강원도,강릉시
463,강릉대원룸점,"강원도 강릉시 지변길 16, (지변동)",033-643-2155,강원도,강릉시
464,강릉대율곡관점,"강원도 강릉시 죽헌길 7, 강릉원주대학교  내 율곡관(지변동)",033-655-0848,강원도,강릉시
465,강릉동인점,"강원도 강릉시 보래미길 30, (포남동)",033-653-2924,강원도,강릉시
466,강릉명주점,"강원도 강릉시 경강로 2032, (명주동)",033-645-8809,강원도,강릉시
467,강릉문화점,"강원도 강릉시 문화의길 18, (임당동)",033-641-4541,강원도,강릉시
468,강릉물류센터포켓점,강원도 강릉시 사천면 과학단지로 137-49 (방동리),033-648-2096,강원도,강릉시
469,강릉부영하슬라빌점,강원도 강릉시 하슬라로 124-8 부영3차아파트,033-643-2407,강원도,강릉시
470,강릉블루비치점,"강원도 강릉시 해안로 655, (안현동)",033-644-2262,강원도,강릉시
471,강릉사랑점,"강원도 강릉시 신대학길 39, (금학동)",033-643-6373,강원도,강릉시
472,강릉성남중앙점,"강원도 강릉시 중앙시장3길 22-1, (성남동)",033-641-1772,강원도,강릉시
473,강릉소금강삼거리점,"강원도 강릉시 연곡면 진고개로 1513, (삼산리)",070-7727-2151,강원도,강릉시
474,강릉신동아점,"강원도 강릉시 옥천로62번길 14-1, (옥천동)",033-642-5906,강원도,강릉시
475,강릉신성점,"강원도 강릉시 옥천로 65, (옥천동)",033-647-4773,강원도,강릉시
476,강릉신세계점,"강원도 강릉시 용지로 146, (옥천동)",033-648-0775,강원도,강릉시
477,강릉아산드림점,"강원도 강릉시 사천면 방동길 35, (방동리)",033-641-8289,강원도,강릉시
478,강릉안목해변점,"강원도 강릉시 창해로14번길 16, (견소동)",033-653-5513,강원도,강릉시
479,강릉안인점,강원도 강릉시 강동면 율곡로 1955,033--0648,강원도,강릉시
480,강릉연곡영진점,"강원도 강릉시 연곡면 해안로 1371, 연곡면  (영진리)",010-9972-5271,강원도,강릉시
481,강릉옥계점,"강원도 강릉시 옥계면 현내중길 2, (현내리)",033-534-1093,강원도,강릉시
482,강릉옥천로점,"강원도 강릉시 옥천로61번길 25, (옥천동)",033-644-6724,강원도,강릉시
483,강릉월대산로점,강원도 강릉시 월대산로 7,033-651-9871,강원도,강릉시
484,강릉유니시티점,강원도 강릉시 신대학길 17 강릉1번가,033-643-0477,강원도,강릉시
485,강릉유천올림피아점, ,033-642-2828,,
486,강릉유천우미린점,"강원도 강릉시 선수촌로 55, (홍제동) 1층 107호",033-655-1995,강원도,강릉시
487,강릉유천택지점, ,033-655-1237,,
488,강릉임당점,"강원도 강릉시 경강로 2115, (임당동)",033-641-4779,강원도,강릉시
489,강릉입암강변로점,강원도 강릉시 강변로 366,033-645-7063,강원도,강릉시
490,강릉입암사오주공점,"강원도 강릉시 성덕포남로 89-12, (입암동) 102호",033-652-0831,강원도,강릉시
491,강릉입암어울림점,"강원도 강릉시 성덕로 328-9, (입암동)",033-653-6161,강원도,강릉시
492,강릉입암점,"강원도 강릉시 성덕포남로 53, (입암동) 1층 106호",033-653-1434,강원도,강릉시
493,강릉입암중앙점,"강원도 강릉시 성덕포남로 21, (입암동)",033-652-0044,강원도,강릉시
494,강릉터미널점,"강원도 강릉시 하슬라로 22, (홍제동)",033-642-9427,강원도,강릉시
495,강릉평화점,"강원도 강릉시 정원로 42, (교동)",033-643-3238,강원도,강릉시
496,강릉포남경강로점,강원도 강릉시 경강로 2322,033-645-0740,강원도,강릉시
497,강릉포남미라보점,"강원도 강릉시 명륜로 124, (포남동, 미라보) 1동 102호",033-652-0061,강원도,강릉시
498,강릉포남일송점,"강원도 강릉시 하평3길 22, (포남동)",033-651-3168,강원도,강릉시
499,강릉포남제일점,"강원도 강릉시 성덕포남로182번길 28, (포남동)",033-651-4589,강원도,강릉시
500,강릉포남중앙점,"강원도 강릉시 강릉대로359번길 5-12, (포남동)",033-651-2109,강원도,강릉시
501,강릉포남한송로점,"강원도 강릉시 경강로 2244, (포남동)",033-644-2054,강원도,강릉시
502,강릉홍제삼거리점,"강원도 강릉시 토성로 96, (홍제동)",033-647-5399,강원도,강릉시
503,강릉회산스타힐스점, ,033-648-1434,,
504,강북드림점,"서울특별시 강북구 덕릉로 99, (번동)",02-970-7170,서울특별시,강북구
505,강북삼양점,"서울특별시 강북구 삼양로 190, (미아동)",02-980-0506,서울특별시,강북구
506,강북송천점,"서울특별시 강북구 삼양로24길 45,  (미아동) 1층",02-985-4640,서울특별시,강북구
507,강북수유점,"서울특별시 강북구 노해로 23, (수유동)",02-992-5472,서울특별시,강북구
508,강북예술회관점,"서울특별시 강북구 인수봉로68길 37,  (수유동) 1층",02-906-2267,서울특별시,강북구
509,강북오패산로점,서울특별시 강북구 오패산로 271,02-988-3250,서울특별시,강북구
510,강북우이점,"서울특별시 강북구 삼양로 585, (우이동)",02-990-8051,서울특별시,강북구
511,강북제일점,서울특별시 강북구 삼양로124길 11,02-903-5978,서울특별시,강북구
512,강서가로공원점,"서울특별시 강서구 가로공원로 216, 한성빌딩  (화곡동) 1층",02-2604-1888,서울특별시,강서구
513,강서강동점,"부산광역시 강서구 제도로 750,  (강동동) 1층",051-325-0210,부산광역시,강서구
514,강서경찰서점,"서울특별시 강서구 공항대로46길 100, (화곡동)",02-2693-0881,서울특별시,강서구
515,강서골든뷰점,"부산광역시 강서구 신호산단2로 33, 골든뷰 (신호동) 104호",051-971-6667,부산광역시,강서구
516,강서구청역점,"부산광역시 강서구 대저로274번길 35, (대저1동)",051-973-0121,부산광역시,강서구
517,강서낚시밸리점,"부산광역시 강서구 가락대로961번길 54, (범방동)",051-971-8863,부산광역시,강서구
518,강서다온점,서울특별시 강서구 화곡로13길 111,02-2602-3549,서울특별시,강서구
519,강서도레미점,"서울특별시 강서구 양천로26길 38, 경남아너스빌(방화동, 방화경남아너스빌1차아파트)",02-2666-6928,서울특별시,강서구
520,강서미음점,"부산광역시 강서구 미음산단로 9, (구랑동)",051-971-8173,부산광역시,강서구
521,강서범방대로점, ,010-2048-4618,,
522,강서범방원룸점,"부산광역시 강서구 범방3로 76, (범방동)",051-831-0607,부산광역시,강서구
523,강서부민병원점,"서울특별시 강서구 공항대로 389, (등촌동)",02-3661-7726,서울특별시,강서구
524,강서붐호텔점,"
","
",,
525,강서센트리움점,"서울특별시 강서구 공항대로46길 17, (화곡동)",02-2605-9652,서울특별시,강서구
526,강서송정점,"부산광역시 강서구 녹산산단232로 38-25, (송정동)",051-832-1173,부산광역시,강서구
527,강서스카이점,"서울특별시 강서구 강서로5나길 50,  (화곡동, 일성스카이빌) 1층",02-2608-9595,서울특별시,강서구
528,강서스타점,서울특별시 강서구 강서로54길 90,02-3665-8243,서울특별시,강서구
529,강서아이파크점,"서울특별시 강서구 우장산로15길 21, 화곡동  (화곡동) 1층",02-2065-1029,서울특별시,강서구
530,강서웨스턴점,서울특별시 강서구 허준로 47 가양2단지아파트,02-3664-1623,서울특별시,강서구
531,강서지식산업센터점,"서울특별시 강서구 양천로 401, 한강자이타워 (가양동)",02-3663-0996,서울특별시,강서구
532,강서태양점,"서울특별시 강서구 강서로18길 146, (화곡동, 베스트힐타운) 101호",02-2606-5552,서울특별시,강서구
533,강서한아름점,"서울특별시 강서구 등촌로13길 28,  (화곡동) 1층",02-2652-6670,서울특별시,강서구
534,강서화곡점,"서울특별시 강서구 화곡로42길 15, (화곡동)",02-2608-5522,서울특별시,강서구
535,강선마을점,"경기도 고양시 일산동구 고봉로 32-6, 엔트리원프라자 (장항동) 101호",031-913-0180,경기도,고양시
